,Age,Gender,State,Category,Brand,Quantity,Price,Discount,Product Rating,high_return_risk
4/11/2025 21:36,46,Male,Manipur,Suits,Nike,6,932,25,3,No
4/11/2025 21:36,31,Male,Nagaland,Shirts,Pantaloons,7,457,25,4,Yes
4/11/2025 21:36,28,Male,Uttar Pradesh,Ethnic Wear,Puma,4,645,10,2.5,No
4/11/2025 21:36,19,Male,Bihar,Jackets,Adidas,3,771,10,5,Yes
4/11/2025 21:36,70,Female,Maharashtra,Formal Wear,Nike,3,708,30,4.5,No
4/11/2025 21:36,31,Female,Odisha,Undergarments,Raymond,5,859,10,3,No
4/11/2025 21:36,20,Male,Haryana,Shorts,Levie's,7,687,30,4.5,Yes
4/11/2025 21:36,51,Female,Telangana,Jackets,Nike,3,447,15,2.5,No
4/11/2025 21:36,55,Female,Arunachal Pradesh,Suits,Pantaloons,1,861,25,1,Yes
4/11/2025 21:36,68,Male,Haryana,Skirts,H&M,1,596,10,2,No
4/11/2025 21:36,24,Male,Himachal Pradesh,Sweaters,Levie's,5,425,25,1,Yes
4/11/2025 21:36,58,Female,Gujarat,Jackets,Puma,1,773,20,1.5,Yes
4/11/2025 21:36,54,Male,Bihar,Undergarments,Pantaloons,7,634,10,3,No
4/11/2025 21:36,45,Male,Tripura,Formal Wear,H&M,5,734,10,2.5,No
4/11/2025 21:36,28,Male,Sikkim,Ethnic Wear,Puma,5,809,10,3.5,No
4/11/2025 21:36,60,Male,Chhattisgarh,Jeans,Zudio,7,820,25,1,Yes
4/11/2025 21:36,40,Female,Uttar Pradesh,Trousers,Zudio,6,501,20,1.5,Yes
4/11/2025 21:36,36,Female,Assam,Jackets,Adidas,6,744,20,3.5,No
4/11/2025 21:36,59,Male,West Bengal,Skirts,Adidas,5,507,20,4.5,Yes
4/11/2025 21:36,18,Male,Haryana,T-shirts,Zudio,7,735,30,1.5,Yes
4/11/2025 21:36,62,Female,Arunachal Pradesh,Activewear,Nike,4,859,10,3.5,No
4/11/2025 21:36,52,Female,Telangana,Formal Wear,Levie's,5,951,10,2.5,No
4/11/2025 21:36,28,Male,Goa,Skirts,Puma,3,781,30,3,Yes
4/11/2025 21:36,70,Male,Uttarakhand,Shirts,Zudio,2,679,20,1.5,No
4/11/2025 21:36,42,Male,Sikkim,Trousers,Adidas,5,688,30,2.5,Yes
4/11/2025 21:36,51,Male,Goa,Formal Wear,Nike,4,847,10,2,No
4/11/2025 21:36,41,Female,Goa,Shorts,Levie's,2,961,10,2,Yes
4/11/2025 21:36,24,Female,Maharashtra,Sleepwear,Adidas,2,467,15,2.5,Yes
4/11/2025 21:36,21,Female,Sikkim,Activewear,H&M,4,879,10,3.5,Yes
4/11/2025 21:36,41,Male,Himachal Pradesh,Suits,Raymond,5,482,20,1,No
4/11/2025 21:36,42,Female,Meghalaya,Jackets,Raymond,7,962,15,4.5,Yes
4/11/2025 21:36,59,Female,Nagaland,Jeans,Pantaloons,2,437,20,4,Yes
4/11/2025 21:36,52,Female,Madhya Pradesh,Dresses,Levie's,5,684,30,2,No
4/11/2025 21:36,46,Male,Chhattisgarh,Activewear,Pantaloons,3,440,20,4.5,No
4/11/2025 21:36,30,Male,Haryana,Dresses,H&M,4,450,20,3.5,No
4/11/2025 21:36,34,Female,Odisha,Jackets,Zudio,2,474,10,3,No
4/11/2025 21:36,46,Male,Tripura,Formal Wear,Nike,7,794,30,5,No
4/11/2025 21:36,50,Male,Madhya Pradesh,Shirts,Raymond,3,557,30,4,No
4/11/2025 21:36,61,Male,Tripura,Undergarments,Puma,7,472,20,3,Yes
4/11/2025 21:36,46,Female,Nagaland,Activewear,Zudio,3,781,30,3.5,No
4/11/2025 21:36,18,Female,Rajasthan,Trousers,H&M,6,937,20,1.5,No
4/11/2025 21:36,66,Male,Uttarakhand,Shorts,Pantaloons,3,407,30,1,Yes
4/11/2025 21:36,68,Female,Madhya Pradesh,Sleepwear,Zudio,2,702,25,3,Yes
4/11/2025 21:36,51,Male,Goa,Formal Wear,H&M,7,825,15,3,Yes
4/11/2025 21:36,52,Female,Karnataka,Suits,Levie's,1,717,20,5,No
4/11/2025 21:36,62,Male,Manipur,Sleepwear,Nike,2,643,25,5,Yes
4/11/2025 21:36,63,Female,Chhattisgarh,Suits,Adidas,7,642,10,2.5,Yes
4/11/2025 21:36,68,Female,Odisha,Jackets,Puma,3,953,10,3,Yes
4/11/2025 21:36,33,Female,Maharashtra,Shirts,Pantaloons,5,594,25,4.5,No
4/11/2025 21:36,44,Female,Tamil Nadu,Suits,Adidas,7,529,15,4.5,No
4/11/2025 21:36,23,Male,Bihar,Dresses,Zudio,3,925,15,1.5,No
4/11/2025 21:36,42,Female,Tripura,Activewear,H&M,7,579,15,3,No
4/11/2025 21:36,48,Male,Haryana,Dresses,H&M,7,646,15,4,No
4/11/2025 21:36,47,Female,Bihar,Jeans,Zudio,1,791,20,1,No
4/11/2025 21:36,33,Male,Rajasthan,Activewear,Levie's,7,658,10,3,Yes
4/11/2025 21:36,54,Female,Bihar,Undergarments,Adidas,3,428,15,3,No
4/11/2025 21:36,64,Male,Chhattisgarh,Undergarments,H&M,7,950,25,4,Yes
4/11/2025 21:36,24,Male,Chhattisgarh,Sweaters,Levie's,4,702,15,2,Yes
4/11/2025 21:36,70,Female,Rajasthan,Shorts,Levie's,1,515,20,1,Yes
4/11/2025 21:36,35,Male,Gujarat,Formal Wear,Pantaloons,3,909,15,5,Yes
4/11/2025 21:36,33,Female,Himachal Pradesh,Sleepwear,Zudio,4,679,25,1,No
4/11/2025 21:36,20,Female,Karnataka,Skirts,Raymond,5,931,20,1,Yes
4/11/2025 21:36,32,Female,Jharkhand,Sleepwear,Pantaloons,4,783,30,1,No
4/11/2025 21:36,19,Female,Odisha,Jackets,Nike,6,440,15,5,Yes
4/11/2025 21:36,55,Male,Tamil Nadu,Sleepwear,Adidas,1,946,25,1.5,Yes
4/11/2025 21:36,45,Male,Uttarakhand,Jackets,Nike,1,871,10,1.5,No
4/11/2025 21:36,40,Female,Telangana,Jackets,Raymond,4,420,30,5,Yes
4/11/2025 21:36,28,Female,Meghalaya,Activewear,Levie's,1,566,30,1.5,No
4/11/2025 21:36,69,Female,Nagaland,Jackets,Adidas,7,867,30,4,No
4/11/2025 21:36,50,Female,Haryana,Trousers,Zudio,1,735,25,2.5,No
4/11/2025 21:36,29,Male,Kerala,Dresses,Puma,7,809,20,4,No
4/11/2025 21:36,39,Female,Odisha,Dresses,Pantaloons,2,653,30,5,Yes
4/11/2025 21:36,29,Male,Tamil Nadu,T-shirts,H&M,1,858,25,3,Yes
4/11/2025 21:36,66,Male,West Bengal,Trousers,Nike,6,807,30,2.5,No
4/11/2025 21:36,28,Female,Uttarakhand,T-shirts,Raymond,3,985,10,5,No
4/11/2025 21:36,45,Female,Punjab,Dresses,Zudio,1,416,15,4,Yes
4/11/2025 21:36,35,Female,Tamil Nadu,Shirts,Adidas,5,783,30,4.5,Yes
4/11/2025 21:36,31,Male,West Bengal,Skirts,Nike,2,775,15,4.5,Yes
4/11/2025 21:36,44,Female,Meghalaya,Shirts,Levie's,2,785,20,3.5,Yes
4/11/2025 21:36,46,Female,West Bengal,T-shirts,Adidas,3,528,20,5,No
4/11/2025 21:36,46,Female,Goa,Activewear,H&M,5,658,25,2.5,No
4/11/2025 21:36,59,Female,Maharashtra,Activewear,Pantaloons,7,943,10,1.5,Yes
4/11/2025 21:36,26,Female,Kerala,Shorts,Puma,6,897,10,3.5,Yes
4/11/2025 21:36,62,Female,Bihar,Skirts,Zudio,2,866,25,4.5,Yes
4/11/2025 21:36,32,Female,Manipur,Sleepwear,Nike,1,665,25,4.5,Yes
4/11/2025 21:36,31,Male,Assam,Ethnic Wear,Puma,5,514,20,4,Yes
4/11/2025 21:36,59,Female,Punjab,Skirts,Puma,1,599,20,1.5,No
4/11/2025 21:36,27,Male,Arunachal Pradesh,Sleepwear,Puma,3,412,25,1,No
4/11/2025 21:36,64,Male,Tripura,Sweaters,H&M,6,674,15,5,Yes
4/11/2025 21:36,60,Female,Haryana,Dresses,H&M,1,818,30,4,No
4/11/2025 21:36,39,Male,Karnataka,Sleepwear,Puma,5,414,20,2.5,No
4/11/2025 21:36,63,Male,Karnataka,Dresses,Levie's,7,564,30,1.5,Yes
4/11/2025 21:36,69,Female,Uttarakhand,Shirts,Pantaloons,7,624,25,2,Yes
4/11/2025 21:36,68,Female,Tamil Nadu,Sweaters,H&M,7,588,10,5,Yes
4/11/2025 21:36,56,Female,Manipur,Suits,Adidas,2,959,10,2,Yes
4/11/2025 21:36,52,Male,Andhra Pradesh,Jeans,Raymond,5,578,30,5,No
4/11/2025 21:36,26,Male,Punjab,T-shirts,Pantaloons,5,551,20,4,Yes
4/11/2025 21:36,18,Male,Telangana,Shirts,Raymond,1,493,15,3,Yes
4/11/2025 21:36,51,Male,Goa,Skirts,Raymond,2,610,10,2.5,Yes
4/11/2025 21:36,37,Male,Mizoram,Sleepwear,Zudio,2,501,25,3.5,Yes
4/11/2025 21:36,34,Male,Maharashtra,Undergarments,Zudio,2,745,30,1.5,Yes
4/11/2025 21:36,44,Female,Arunachal Pradesh,Sweaters,H&M,3,645,25,4,Yes
4/11/2025 21:36,49,Female,Himachal Pradesh,Suits,Pantaloons,4,441,30,1.5,Yes
4/11/2025 21:36,28,Male,Uttarakhand,Dresses,Puma,1,664,30,4,Yes
4/11/2025 21:36,40,Female,Uttar Pradesh,Dresses,Puma,1,1000,20,1.5,No
4/11/2025 21:36,55,Male,Chhattisgarh,Shorts,H&M,1,905,10,4,Yes
4/11/2025 21:36,50,Male,Rajasthan,Activewear,H&M,6,735,30,4.5,Yes
4/11/2025 21:36,33,Male,Madhya Pradesh,Shorts,Puma,6,708,30,4,No
4/11/2025 21:36,32,Female,Kerala,Skirts,H&M,5,505,30,4,No
4/11/2025 21:36,40,Female,Uttarakhand,Shirts,Levie's,5,493,20,1,Yes
4/11/2025 21:36,39,Female,Arunachal Pradesh,Skirts,Pantaloons,1,702,15,2.5,No
4/11/2025 21:36,46,Female,Punjab,Formal Wear,Raymond,2,974,20,4.5,No
4/11/2025 21:36,65,Female,Punjab,Skirts,Zudio,5,631,25,3,No
4/11/2025 21:36,68,Female,Uttar Pradesh,Jackets,Puma,1,491,15,4,Yes
4/11/2025 21:36,49,Male,Maharashtra,Sleepwear,Zudio,5,806,25,2.5,Yes
4/11/2025 21:36,27,Female,Himachal Pradesh,T-shirts,Pantaloons,3,654,15,4,Yes
4/11/2025 21:36,59,Female,Kerala,Jeans,Puma,6,477,25,3.5,Yes
4/11/2025 21:36,26,Male,Uttar Pradesh,Activewear,Adidas,7,514,20,1,Yes
4/11/2025 21:36,20,Female,Kerala,Sleepwear,Levie's,7,884,20,1,Yes
4/11/2025 21:36,54,Male,Odisha,Sweaters,Nike,5,691,10,4.5,No
4/11/2025 21:36,31,Male,Rajasthan,Undergarments,Puma,5,480,10,4.5,Yes
4/11/2025 21:36,70,Male,Mizoram,Ethnic Wear,Nike,2,918,25,4,No
4/11/2025 21:36,31,Female,Haryana,Undergarments,Zudio,4,922,30,2.5,No
4/11/2025 21:36,37,Male,Goa,Ethnic Wear,Puma,5,841,20,4,No
4/11/2025 21:36,63,Male,Punjab,T-shirts,Puma,7,724,30,2.5,Yes
4/11/2025 21:36,51,Male,Rajasthan,Shirts,Adidas,2,870,25,3.5,No
4/11/2025 21:36,34,Male,Himachal Pradesh,Suits,Raymond,5,995,10,4.5,Yes
4/11/2025 21:36,43,Male,Meghalaya,Undergarments,Puma,5,454,30,1,Yes
4/11/2025 21:36,57,Male,Sikkim,Shorts,Puma,4,980,15,4.5,No
4/11/2025 21:36,62,Male,Nagaland,Undergarments,Adidas,5,750,30,1,No
4/11/2025 21:36,30,Male,Arunachal Pradesh,Trousers,Levie's,3,861,10,2.5,Yes
4/11/2025 21:36,28,Male,Madhya Pradesh,Shorts,Raymond,7,670,20,2,Yes
4/11/2025 21:36,55,Male,Rajasthan,Suits,Levie's,1,568,20,1.5,Yes
4/11/2025 21:36,53,Male,Gujarat,Undergarments,Puma,4,530,10,4.5,Yes
4/11/2025 21:36,32,Female,Odisha,Formal Wear,Zudio,5,961,30,3.5,Yes
4/11/2025 21:36,45,Female,Bihar,Dresses,Pantaloons,4,599,25,5,Yes
4/11/2025 21:36,28,Female,West Bengal,Jackets,Adidas,1,558,20,1.5,No
4/11/2025 21:36,27,Male,Manipur,Jackets,Raymond,7,438,20,4,Yes
4/11/2025 21:36,18,Female,Chhattisgarh,Shorts,Adidas,2,667,15,3.5,No
4/11/2025 21:36,43,Male,Gujarat,Dresses,Raymond,2,694,25,2.5,No
4/11/2025 21:36,41,Female,Kerala,Undergarments,Zudio,4,829,20,4,Yes
4/11/2025 21:36,31,Female,Haryana,Skirts,Raymond,7,432,20,3,Yes
4/11/2025 21:36,67,Male,Rajasthan,Dresses,Nike,5,620,20,1,Yes
4/11/2025 21:36,56,Female,Nagaland,Ethnic Wear,Adidas,2,925,15,5,No
4/11/2025 21:36,26,Female,Odisha,Undergarments,Raymond,3,502,30,1.5,No
4/11/2025 21:36,23,Male,Gujarat,Activewear,Zudio,4,756,15,3,No
4/11/2025 21:36,66,Female,Himachal Pradesh,Sleepwear,Zudio,6,815,10,2.5,No
4/11/2025 21:36,67,Female,Mizoram,Shirts,Nike,1,920,30,4.5,No
4/11/2025 21:36,28,Male,Assam,Trousers,Zudio,6,485,30,2,Yes
4/11/2025 21:36,21,Male,Madhya Pradesh,Ethnic Wear,Zudio,1,601,10,4.5,No
4/11/2025 21:36,21,Female,Punjab,Dresses,Nike,5,605,25,1.5,Yes
4/11/2025 21:36,57,Male,Punjab,Ethnic Wear,Zudio,3,865,15,1.5,No
4/11/2025 21:36,70,Female,Haryana,Suits,Nike,6,894,25,2.5,Yes
4/11/2025 21:36,51,Female,Meghalaya,Jeans,Pantaloons,7,980,20,3.5,No
4/11/2025 21:36,68,Female,Haryana,Suits,Levie's,4,612,25,3.5,Yes
4/11/2025 21:36,45,Male,Nagaland,Sweaters,Zudio,7,825,25,4,Yes
4/11/2025 21:36,57,Female,Arunachal Pradesh,Jeans,Adidas,4,893,15,5,Yes
4/11/2025 21:36,25,Female,Uttarakhand,Jackets,Zudio,2,908,20,1,Yes
4/11/2025 21:36,51,Female,Gujarat,Skirts,Raymond,6,616,25,2,No
4/11/2025 21:36,65,Female,Nagaland,Suits,H&M,7,659,15,3.5,No
4/11/2025 21:36,54,Male,Andhra Pradesh,Activewear,Adidas,4,660,10,1,Yes
4/11/2025 21:36,44,Male,Gujarat,Shorts,Pantaloons,2,617,30,4,Yes
4/11/2025 21:36,34,Female,Tripura,Ethnic Wear,Puma,3,703,15,5,No
4/11/2025 21:36,61,Male,Odisha,Trousers,Adidas,2,529,30,2,No
4/11/2025 21:36,41,Male,Manipur,Sleepwear,Adidas,7,639,15,2,No
4/11/2025 21:36,27,Male,Manipur,Sweaters,Nike,6,868,30,1.5,Yes
4/11/2025 21:36,65,Male,Karnataka,Sweaters,Zudio,5,601,20,2,Yes
4/11/2025 21:36,46,Male,West Bengal,Undergarments,Zudio,6,534,30,1.5,Yes
4/11/2025 21:36,40,Female,Goa,Ethnic Wear,Puma,4,619,10,2,No
4/11/2025 21:36,30,Female,Haryana,Sweaters,Adidas,2,577,25,3,Yes
4/11/2025 21:36,30,Female,Madhya Pradesh,Skirts,Zudio,1,806,20,4.5,No
4/11/2025 21:36,69,Female,Himachal Pradesh,Trousers,Raymond,4,795,30,1,No
4/11/2025 21:36,48,Male,Jharkhand,Suits,Levie's,2,680,15,3.5,Yes
4/11/2025 21:36,46,Male,Telangana,Trousers,Puma,4,615,25,1,Yes
4/11/2025 21:36,21,Female,Uttarakhand,Undergarments,Pantaloons,4,657,20,2,Yes
4/11/2025 21:36,27,Female,Gujarat,Shirts,Adidas,5,725,10,4,Yes
4/11/2025 21:36,36,Male,Chhattisgarh,Undergarments,Raymond,4,917,20,4.5,No
4/11/2025 21:36,50,Male,Maharashtra,Suits,Levie's,6,948,10,4,No
4/11/2025 21:36,40,Female,Karnataka,Sleepwear,Zudio,3,874,25,3.5,No
4/11/2025 21:36,18,Male,Chhattisgarh,Sleepwear,H&M,6,629,25,4.5,Yes
4/11/2025 21:36,48,Male,West Bengal,Jackets,Adidas,2,544,15,2,No
4/11/2025 21:36,67,Female,Tripura,Trousers,Pantaloons,7,522,15,4.5,Yes
4/11/2025 21:36,44,Male,Jharkhand,Dresses,Puma,1,654,30,4.5,Yes
4/11/2025 21:36,66,Male,Chhattisgarh,Suits,Zudio,5,931,30,1,Yes
4/11/2025 21:36,29,Female,Bihar,T-shirts,Levie's,2,684,20,4.5,Yes
4/11/2025 21:36,38,Male,Kerala,Jackets,Nike,5,941,20,3.5,Yes
4/11/2025 21:36,42,Female,Meghalaya,Shirts,Pantaloons,4,797,10,4.5,No
4/11/2025 21:36,60,Female,Uttarakhand,Trousers,Zudio,5,440,30,2,Yes
4/11/2025 21:36,24,Male,Mizoram,Shorts,H&M,3,460,30,3,Yes
4/11/2025 21:36,59,Male,Himachal Pradesh,Shorts,Zudio,2,912,30,3.5,Yes
4/11/2025 21:36,29,Male,Assam,Jeans,H&M,3,653,10,2.5,Yes
4/11/2025 21:36,51,Female,Goa,T-shirts,Levie's,3,870,15,5,No
4/11/2025 21:36,30,Male,Punjab,Formal Wear,Adidas,1,494,10,3,Yes
4/11/2025 21:36,56,Male,Meghalaya,Dresses,Nike,3,710,10,3,No
4/11/2025 21:36,69,Male,Bihar,Shorts,Raymond,3,775,20,4.5,Yes
4/11/2025 21:36,19,Female,Rajasthan,Undergarments,H&M,3,924,30,4.5,No
4/11/2025 21:36,48,Female,Gujarat,Trousers,Zudio,7,475,25,3,No
4/11/2025 21:36,58,Female,Odisha,Trousers,H&M,3,739,25,4.5,No
4/11/2025 21:36,56,Female,Nagaland,Undergarments,Levie's,5,873,20,5,No
4/11/2025 21:36,27,Female,Goa,T-shirts,H&M,3,684,20,2,Yes
4/11/2025 21:36,38,Male,Tripura,Dresses,H&M,5,510,20,1,Yes
4/11/2025 21:36,55,Female,Chhattisgarh,Sleepwear,Levie's,3,934,25,2.5,Yes
4/11/2025 21:36,46,Male,Kerala,Skirts,Nike,1,695,15,5,No
4/11/2025 21:36,56,Female,Punjab,Jeans,Puma,2,850,20,2.5,No
4/11/2025 21:36,33,Female,West Bengal,Sweaters,Adidas,3,775,10,1.5,No
4/11/2025 21:36,29,Male,Himachal Pradesh,Activewear,Raymond,4,412,20,3,No
4/11/2025 21:36,38,Female,Tamil Nadu,Undergarments,Nike,5,712,30,3.5,No
4/11/2025 21:36,63,Male,Maharashtra,Ethnic Wear,H&M,7,974,30,2,No
4/11/2025 21:36,19,Male,Jharkhand,Trousers,Pantaloons,5,459,15,5,No
4/11/2025 21:36,25,Male,Arunachal Pradesh,Ethnic Wear,Pantaloons,6,500,15,1,Yes
4/11/2025 21:36,32,Male,Punjab,T-shirts,H&M,7,405,10,1.5,No
4/11/2025 21:36,27,Female,Haryana,Dresses,H&M,1,416,15,1.5,No
4/11/2025 21:36,49,Male,Madhya Pradesh,Sleepwear,Puma,2,516,15,1.5,No
4/11/2025 21:36,47,Female,West Bengal,Trousers,Puma,1,497,25,1.5,No
4/11/2025 21:36,61,Male,Goa,Sweaters,Zudio,1,790,30,4,No
4/11/2025 21:36,50,Male,Maharashtra,Jackets,H&M,2,502,20,5,Yes
4/11/2025 21:36,19,Male,Punjab,Formal Wear,Pantaloons,4,639,30,1,No
4/11/2025 21:36,62,Female,Manipur,Sweaters,Levie's,6,954,30,1,Yes
4/11/2025 21:36,44,Male,Bihar,Formal Wear,Levie's,3,528,25,2.5,No
4/11/2025 21:36,59,Female,Karnataka,Sleepwear,Zudio,5,805,10,1.5,Yes
4/11/2025 21:36,61,Male,Telangana,Skirts,Nike,5,485,10,4,No
4/11/2025 21:36,62,Male,West Bengal,Jackets,Nike,4,646,25,1.5,No
4/11/2025 21:36,38,Female,Punjab,Dresses,Puma,2,782,15,1,Yes
4/11/2025 21:36,30,Male,Nagaland,Shirts,Raymond,2,992,30,1,Yes
4/11/2025 21:36,38,Female,Tamil Nadu,Trousers,H&M,2,799,30,1.5,No
4/11/2025 21:36,50,Female,Goa,Dresses,Levie's,6,603,20,1.5,No
4/11/2025 21:36,58,Female,Sikkim,Sleepwear,Adidas,5,919,30,1,Yes
4/11/2025 21:36,46,Male,Rajasthan,Shorts,Nike,6,414,30,2.5,No
4/11/2025 21:36,69,Female,Kerala,Jackets,Raymond,7,949,30,4,No
4/11/2025 21:36,34,Female,Assam,Shirts,Nike,5,923,20,2.5,No
4/11/2025 21:36,26,Female,Punjab,Jeans,Pantaloons,1,940,30,1,No
4/11/2025 21:36,67,Female,Tamil Nadu,Dresses,Pantaloons,1,813,15,4.5,Yes
4/11/2025 21:36,66,Female,Rajasthan,T-shirts,Puma,4,530,25,1.5,No
4/11/2025 21:36,37,Female,Sikkim,T-shirts,Zudio,4,773,30,4.5,No
4/11/2025 21:36,69,Female,Andhra Pradesh,Jeans,Puma,5,943,20,4.5,Yes
4/11/2025 21:36,48,Female,Assam,Shirts,Levie's,6,604,20,1,No
4/11/2025 21:36,30,Male,Uttarakhand,Trousers,Levie's,1,708,30,3.5,No
4/11/2025 21:36,37,Female,Gujarat,Jackets,Pantaloons,2,719,25,4.5,No
4/11/2025 21:36,18,Female,Andhra Pradesh,Skirts,H&M,3,627,30,2,No
4/11/2025 21:36,65,Male,Nagaland,Shirts,Raymond,2,877,10,1,No
4/11/2025 21:36,26,Female,Meghalaya,Jeans,Nike,7,859,25,1.5,Yes
4/11/2025 21:36,65,Male,Odisha,Shorts,Zudio,5,680,20,3.5,Yes
4/11/2025 21:36,34,Female,West Bengal,Trousers,Nike,2,587,25,1.5,Yes
4/11/2025 21:36,44,Male,Karnataka,Shirts,Nike,3,536,10,3,No
4/11/2025 21:36,68,Female,Haryana,Dresses,Pantaloons,1,786,25,4.5,No
4/11/2025 21:36,41,Female,West Bengal,Activewear,Puma,6,613,30,4.5,Yes
4/11/2025 21:36,63,Female,Sikkim,Suits,Raymond,3,634,15,5,No
4/11/2025 21:36,64,Female,Manipur,Skirts,Puma,3,463,20,4.5,Yes
4/11/2025 21:36,53,Male,Himachal Pradesh,Formal Wear,Raymond,3,837,15,1.5,No
4/11/2025 21:36,38,Male,Rajasthan,Jeans,H&M,7,442,15,2,Yes
4/11/2025 21:36,54,Male,Rajasthan,Suits,Raymond,1,869,10,4,Yes
4/11/2025 21:36,58,Female,Punjab,Ethnic Wear,H&M,6,495,20,2,No
4/11/2025 21:36,68,Female,Haryana,Shirts,Levie's,3,946,15,1,No
4/11/2025 21:36,63,Male,Assam,Dresses,Zudio,7,825,25,5,No
4/11/2025 21:36,26,Female,Tripura,Shorts,Zudio,2,913,25,3.5,Yes
4/11/2025 21:36,48,Female,Maharashtra,Jeans,Levie's,6,921,25,1,No
4/11/2025 21:36,36,Female,Sikkim,Skirts,Nike,6,495,10,4.5,No
4/11/2025 21:36,49,Female,Nagaland,Suits,H&M,2,869,30,4.5,Yes
4/11/2025 21:36,57,Male,Karnataka,T-shirts,Raymond,3,972,10,4,Yes
4/11/2025 21:36,31,Female,Nagaland,T-shirts,Zudio,7,638,30,1.5,No
4/11/2025 21:36,69,Male,West Bengal,Sweaters,Levie's,7,559,15,2,No
4/11/2025 21:36,40,Male,Himachal Pradesh,Jeans,Raymond,4,915,20,2.5,No
4/11/2025 21:36,56,Female,Maharashtra,Formal Wear,Adidas,1,844,30,5,Yes
4/11/2025 21:36,23,Female,Tripura,Shorts,Zudio,4,739,20,5,Yes
4/11/2025 21:36,19,Female,Bihar,Skirts,Adidas,7,993,20,1.5,No
4/11/2025 21:36,70,Female,Punjab,Activewear,Adidas,5,954,10,1,No
4/11/2025 21:36,59,Male,Himachal Pradesh,Formal Wear,Zudio,1,752,20,1,No
4/11/2025 21:36,25,Male,Manipur,Shorts,Raymond,6,664,15,1.5,No
4/11/2025 21:36,62,Male,Tamil Nadu,Suits,Nike,1,849,25,2,Yes
4/11/2025 21:36,21,Male,Assam,Trousers,Puma,3,453,10,3.5,No
4/11/2025 21:36,47,Male,Sikkim,Jackets,Raymond,2,601,25,2,Yes
4/11/2025 21:36,52,Female,Manipur,T-shirts,Nike,6,950,15,2,Yes
4/11/2025 21:36,33,Female,Nagaland,Dresses,Levie's,3,464,20,4,Yes
4/11/2025 21:36,58,Female,Nagaland,Trousers,Levie's,5,907,30,2.5,No
4/11/2025 21:36,67,Female,Uttarakhand,Jeans,H&M,5,692,20,2,No
4/11/2025 21:36,63,Female,Manipur,Shorts,Puma,5,872,30,1,Yes
4/11/2025 21:36,52,Female,Karnataka,Jackets,Puma,3,665,30,4,Yes
4/11/2025 21:36,60,Female,Chhattisgarh,Jackets,H&M,3,768,30,3,Yes
4/11/2025 21:36,39,Male,Himachal Pradesh,Activewear,H&M,1,927,25,2.5,Yes
4/11/2025 21:36,19,Female,Maharashtra,Jeans,Puma,1,906,30,5,No
4/11/2025 21:36,38,Female,Uttar Pradesh,Trousers,Levie's,3,563,15,1.5,No
4/11/2025 21:36,22,Male,Karnataka,Shorts,Raymond,4,968,15,2,Yes
4/11/2025 21:36,19,Male,Tripura,Jeans,Puma,6,675,15,5,Yes
4/11/2025 21:36,38,Male,Gujarat,Sleepwear,Zudio,2,974,10,1,No
4/11/2025 21:36,61,Female,Jharkhand,Trousers,Nike,2,542,15,5,Yes
4/11/2025 21:36,58,Male,Maharashtra,Shirts,Puma,3,457,20,1,No
4/11/2025 21:36,35,Female,Telangana,Trousers,Levie's,7,847,20,2,No
4/11/2025 21:36,23,Female,West Bengal,Formal Wear,Levie's,1,752,10,5,No
4/11/2025 21:36,65,Female,Goa,Ethnic Wear,Levie's,4,544,25,3,Yes
4/11/2025 21:36,60,Male,Meghalaya,Sweaters,Puma,1,758,25,2,Yes
4/11/2025 21:36,55,Male,Andhra Pradesh,Shirts,H&M,3,956,10,4,Yes
4/11/2025 21:36,59,Male,West Bengal,Formal Wear,Levie's,2,753,30,4.5,Yes
4/11/2025 21:36,25,Female,Uttarakhand,Formal Wear,Adidas,4,669,15,3,Yes
4/11/2025 21:36,42,Female,Haryana,Skirts,Nike,6,783,30,1.5,Yes
4/11/2025 21:36,35,Female,Manipur,Jackets,Zudio,5,549,10,4.5,No
4/11/2025 21:36,58,Male,Rajasthan,Jeans,Raymond,1,806,30,4,Yes
4/11/2025 21:36,61,Male,Bihar,Suits,H&M,1,699,25,4,No
4/11/2025 21:36,64,Male,Tamil Nadu,Shorts,Raymond,3,482,25,3.5,Yes
4/11/2025 21:36,36,Female,Madhya Pradesh,T-shirts,Adidas,5,993,15,3.5,Yes
4/11/2025 21:36,40,Male,Manipur,Skirts,Nike,5,966,20,2,Yes
4/11/2025 21:36,62,Male,Uttar Pradesh,Sweaters,Levie's,2,905,15,2.5,Yes
4/11/2025 21:36,38,Female,Tripura,Suits,Puma,7,469,20,3.5,No
4/11/2025 21:36,70,Male,Telangana,Skirts,Puma,5,815,15,4,Yes
4/11/2025 21:36,34,Male,Jharkhand,Suits,Puma,1,893,15,4,No
4/11/2025 21:36,62,Female,Nagaland,Formal Wear,H&M,4,740,15,2,Yes
4/11/2025 21:36,48,Male,Meghalaya,Ethnic Wear,Nike,2,953,25,4.5,No
4/11/2025 21:36,63,Male,Gujarat,Trousers,Adidas,2,849,25,5,Yes
4/11/2025 21:36,49,Male,Sikkim,Ethnic Wear,Levie's,7,784,25,1.5,No
4/11/2025 21:36,68,Female,Uttarakhand,Sleepwear,Nike,2,738,25,2,Yes
4/11/2025 21:36,31,Female,Himachal Pradesh,Dresses,Pantaloons,7,787,10,1,Yes
